Title,Character,Manually Added Aliases,Gender,Race/Ethnicity,Annotator Notes,Source,,,
member of the wedding - mccullers,F. Jasmine,,F,White,John Henry's cousin and heavily contrasted with Berenice,book,,,
member of the wedding - mccullers,Frankie,,F,White,Same as coref ID 92,book,,,
member of the wedding - mccullers,Berenice,,F,Black,"""African American maid,""",wikipedia,,,
member of the wedding - mccullers,John Henry,,M,White,"had a ""little screwed white face""",book,,,
bless me ultima - anaya,I,"Antonio Márez y Luna, Tony",M,"Latino/a/x, Native/Indigenous","""The novel reflects Hispano culture of the 1940s in rural New Mexico."" ""The ways in which the novel provides insight into the religiosity of Chicano culture"" ""Anaya maintains that the kind of protagonist who will be able to become free is a person of synthesis, a person who is able to draw . . . on our Spanish roots and our native indigenous roots and become a new person, become that Mestizo with a unique perspective.""",wikipedia,,,
bless me ultima - anaya,my father,,M,"Latino/a/x, Native/Indigenous",Antonio's father,wikipedia,,,
bless me ultima - anaya,Ultima,,F,"Latino/a/x, Native/Indigenous","""Ultima knows the ways of the Catholic Church and also the ways of the indigenous spiritual practices over which she is master.""",wikipedia,,,
bless me ultima - anaya,my mother,,F,"Latino/a/x, Native/Indigenous",Antonio's mother,wikipedia,,,
bless me ultima - anaya,Tenorio,,M,Latino/a/x,"""The novel reflects Hispano culture of the 1940s in rural New Mexico."" ""The ways in which the novel provides insight into the religiosity of Chicano culture""",wikipedia,,,
street - petry,Lutie,,F,Black,"""Lutie Johnson, the story's protagonist, is a single black mother who moves away from her family to live on her own in 1940s Harlem.""",wikipedia,,,
street - petry,Jones,,M,Black,"A central part fo the story is Jones and Junto's competing desires of Lutie, as demonstrated by Jones' thoughts here: ""She was in love with the white man, Junto, and she couldn’t bear to have a black man touch her."" ",book,,,
street - petry,Bub,,M,Black,Lutie's son Bub,wikipedia,,,
street - petry,Min,,F,Black,"""The swish of Min’s slippers shut the other sound out and her dark knotted legs superimposed themselves on his dreams of Lutie’s long brown legs.""",book,,,
street - petry,Mrs. Hedges,,F,Black,"""They stared amazed at her enormous size, at the blackness of her skin.""",book,,,
street - petry,Junto,,M,White,"""It was a cold, raw night when she first saw Junto. ... she looked up to see a squat, short man staring at her — a white man.",book,,,
distance between us - grande,I,Reyna,F,Latino/a/x,"hometown of Iguala, Guerrero, refers to her grandmothers as abuela",goodreads,,,
distance between us - grande,Mago,,F,Latino/a/x,sibling to protagonist ,book,,,
distance between us - grande,Papi,,M,Latino/a/x,father to protagonist ,book,,,
distance between us - grande,Mami,,F,Latino/a/x,mother to protagonist ,book,,,
distance between us - grande,Carlos,,M,Latino/a/x,sibling to protagonist ,book,,,
another country - baldwin,Eric,,M,White,"""his stormy blue eyes, his bright red hair, his halting drawl,""",book,,,
another country - baldwin,Vivaldo,,M,White,"described as: ""a liberal white bastard"", also Irish ",book,,,
another country - baldwin,Rufus,,M,Black,"Baldwin called Rufus Scott ""the black corpse floating in the national psyche,""",wikipedia,,,
another country - baldwin,Ida,,F,Black,Rufus's Black sister,wikipedia,,,
another country - baldwin,Cass,,F,White,"""Rufus turned and there she was, sitting alone on the rim of the circle, frail and fair. For him, she was thoroughly mysterious. He could never quite place her in the white world to which she seemed to belong. She came from New England, of plain old American stock—so she put it;""",book,,,
another country - baldwin,I,,N/A,N/A,N/A,N/A,,,
dreams from my father - obama,I,Barack Obama,M,"Black, White","""he was the first African-American president""",wikipedia,,,
pearl - steinbeck,Kino,,M,"Latino/a/x, Native/Indigenous","""are turned away because of their poverty and his prejudices toward Amerindians"" The book is set in Mexico.",wikipedia,,,
pearl - steinbeck,Juana,,F,"Latino/a/x, Native/Indigenous","""are turned away because of their poverty and his prejudices toward Amerindians"" The book is set in Mexico.",wikipedia,,,
pearl - steinbeck,the doctor,,M,White,"""This doctor was of a race which for nearly four hundred years had beaten and starved and robbed and despised Kino’s race, and frightened it too, so that the indigene came humbly to the door.""",book,,,
night - wiesel,I,Elie Wiesel,M,White,"""Night is a 1960 memoir by Elie Wiesel based on his Holocaust experiences with his father in the Nazi German concentration camps at Auschwitz and Buchenwald in 1944–1945, toward the end of the Second World War in Europe.""",wikipedia,,,
night - wiesel,my father,,M,White,"""Night is a 1960 memoir by Elie Wiesel based on his Holocaust experiences with his father in the Nazi German concentration camps at Auschwitz and Buchenwald in 1944–1945, toward the end of the Second World War in Europe.""",wikipedia,,,
red badge of courage - crane,The youth,Henry Fleming,M,White (unmarked),"a Teenage Private in the civil war on the union side, described as pale ",wikipedia,,,
red badge of courage - crane,the men,,M,N/A,N/A,N/A,,,
snow flower and the secret fan - see,I,Lily,F,Asian,descended from the Yao ethnic tribe.,book,,,
snow flower and the secret fan - see,Snow Flower,,F,Asian,descended from the Yao ethnic tribe.,book,,,
of mice and men - steinbeck,Lennie,,M,White (unmarked),description never includes explicit mentions of race,book,,,
of mice and men - steinbeck,George,,M,White (unmarked),description never includes explicit mentions of race,book,,,
of mice and men - steinbeck,Curley,,M,White,"""Curley was white and shrunken by now""",book,,,
of mice and men - steinbeck,Slim,,M,White (unmarked),description never includes explicit mentions of race,book,,,
of mice and men - steinbeck,Crooks,,M,Black,"""the black stable-hand"" Of Mice and Men is a classic novel in which it is well-known that Crooks is the only black character.",wikipedia,,,
of mice and men - steinbeck,Candy,,M,White (unmarked),described as pale,book,,,
of mice and men - steinbeck,Curley ’s wife,,F,White (unmarked),description never includes explicit mentions of race,book,,,
diary of a young girl - frank,I,Anne Frank ,F,White,Real historical individuals,wikipedia,,,
diary of a young girl - frank,Peter,,M,White,Real historical individuals,wikipedia,,,
diary of a young girl - frank,Mother,,F,White,Real historical individuals,wikipedia,,,
diary of a young girl - frank,Father,,M,White,Real historical individuals,wikipedia,,,
no country for old men - mccarthy,I,Ed Tom Bell,M,White (unmarked),"he's a sheriff in the 1980s in texas, unmarked",book,,,
no country for old men - mccarthy,Moss,,M,White,"""You’re free white and twenty-one so I reckon you can do whatever you want.""",book,,,
no country for old men - mccarthy,Chigurh,,M,White (unmarked),"has blue eyes, otherwise unmarked",book,,,
no country for old men - mccarthy,Bell,,M,White (unmarked),"he's a sheriff in the 1980s in texas, played by white actor in film adaptation",book,,,
no country for old men - mccarthy,The man,,M,N/A,N/A,N/A,,,
out of africa - dinesen,I,Karen Blixen ,F,White,"""Out of Africa is a memoir by the Danish author Karen Blixen""",Wikipedia,,,
out of africa - dinesen,Kamante,,M,Black,"""Kamante was a small Kikuyu boy, the son of one of my squatters""",Wikipedia,,,
before we were free - alvarez,I,Anita ,F,Latino/a/x,"""Carla and I are to play the parts of two Indians welcoming the Pilgrims. Mrs. Brown always gives the not-so-good parts to those of us in class who are Dominicans.""",book,,,
before we were free - alvarez,Mami,,F,Latino/a/x,Anita's mother ,Litcharts,,,
before we were free - alvarez,Papi,,M,Latino/a/x,Anita's father,Litcharts,,,
before we were free - alvarez,Lucinda,,F,Latino/a/x,"""Lucinda is Anita’s 15-year-old sister""",Litcharts,,,
before we were free - alvarez,Chucha,,F,Black,"""Her wrinkled black face wrinkles even more when she concentrates"" Housekeeper from Haiti",book,,,
thus spoke zarathustra - nietzsche,I,,M,MENA,"Often ""I"" in no quotes in the text are words spoken by Zarathustra, a Persian prophet",Sparknotes,,,
thus spoke zarathustra - nietzsche,Zarathustra,,M,MENA,"""Zarathustra was a Persian prophet (called ""Zoroaster"" by the Greeks, and most of the Western world) who lived and preached in the fifth century B.C.E.""",Sparknotes,,,
utopia - more,I,Thomas More,M,White,"""Sir Thomas More ... was an English lawyer, judge, social philosopher, author, statesman, and noted Renaissance humanist. He also served Henry VIII..."" born in London in 1478, nobility",Wikipedia,,,
utopia - more,men,,M,N/A,N/A,N/A,,,
utopia - more,these men,,M,N/A,N/A,N/A,,,
dancing in the mosque - qaderi,I,Homeria,F,MENA,"""No ordinary Afghan woman, Homeira refused to cower under the strictures of a misogynistic social order.""",Goodreads,,,
speak - anderson,I,Melinda ,F,White,"""Mom closes her eyes. Her skin is a flat gray color, like underwear washed so many times it’s about to fall apart.""",book,,,
speak - anderson,Heather,,F,White (unmarked),no mentions of race in a book by a white author,book,,,
speak - anderson,Rachel,,F,White (unmarked),no mentions of race in a book by a white author,book,,,
speak - anderson,Mr. Freeman,,M,White (unmarked),no mentions of race in a book by a white author,book,,,
flight - alexie,I,Zits,M,Native/Indigenous,"""It is written in the first-person, from the viewpoint of a Native American teenager who calls himself Zits""",Wikipedia,,,
flight - alexie,Jimmy,,M,White,"""No, I am a pale man. Blond, blue-eyed.""",book,,,
monkey bridge - cao,I,Mai,F,Asian,"""My grandfather was born in Ba Xuyen, a rice-growing province in the Mekong Delta. He was a traditional man, a devout Confucian who did not like to travel away from his village home.""",book,,,
monkey bridge - cao,my mother,,F,Asian,"""I knew my mother to be the sort of daughter who had always been devoted to her father. She had never truly recovered from the mishap that left him without the means to leave Saigon. For some unknown reason, they had missed each other at their place of rendezvous on the 30th of April, 1975, and the preapproved car that was supposed to take both of them, along with a few other Vietnamese, to an American plane, had had to leave without him.""",book,,,
stone angel - laurence,I,Hagar Shipley,F,White,"""As I brush my fingers over my own wrist, the skin seems too white after the sunburned years, and too dry,""",book,,,
stone angel - laurence,John,,M,White,"""He stood in the doorway, and the light from the lamp caught the curve of his throat and the collarbones like a yoke under skin brown from the sun.""",book,,,
stone angel - laurence,Marvin,,M,White,"John's Brother, child of Bram and narrator",book,,,
